region,annee,mois,type_risque,nb_catastrophes,code_region,nom_region
01,1990,10,inondation,9,01,Guadeloupe
01,1995,9,inondation,50,01,Guadeloupe
01,1995,9,mouvement_terrain,50,01,Guadeloupe
01,1998,10,inondation,5,01,Guadeloupe
01,1999,11,inondation,22,01,Guadeloupe
01,1999,11,vagues_submersion,18,01,Guadeloupe
01,2003,11,inondation,1,01,Guadeloupe
01,2004,5,inondation,2,01,Guadeloupe
01,2004,5,mouvement_terrain,1,01,Guadeloupe
01,2004,9,inondation,9,01,Guadeloupe
01,2004,9,mouvement_terrain,1,01,Guadeloupe
01,2004,11,inondation,7,01,Guadeloupe
01,2004,11,mouvement_terrain,2,01,Guadeloupe
01,2004,11,seisme,34,01,Guadeloupe
01,2007,8,inondation,6,01,Guadeloupe
01,2007,8,vagues_submersion,15,01,Guadeloupe
01,2008,3,vagues_submersion,2,01,Guadeloupe
01,2008,10,mouvement_terrain,1,01,Guadeloupe
01,2008,10,vagues_submersion,11,01,Guadeloupe
01,2009,1,inondation,1,01,Guadeloupe
01,2009,9,inondation,1,01,Guadeloupe
01,2010,6,inondation,3,01,Guadeloupe
01,2010,10,inondation,5,01,Guadeloupe
01,2010,10,mouvement_terrain,1,01,Guadeloupe
01,2010,12,inondation,1,01,Guadeloupe
01,2011,1,inondation,3,01,Guadeloupe
01,2011,5,inondation,1,01,Guadeloupe
01,2011,5,mouvement_terrain,1,01,Guadeloupe
01,2011,9,inondation,1,01,Guadeloupe
01,2011,11,inondation,3,01,Guadeloupe
01,2012,5,inondation,4,01,Guadeloupe
01,2012,5,mouvement_terrain,2,01,Guadeloupe
01,2012,10,inondation,8,01,Guadeloupe
01,2012,10,mouvement_terrain,5,01,Guadeloupe
01,2016,12,inondation,1,01,Guadeloupe
01,2017,9,inondation,30,01,Guadeloupe
01,2017,9,mouvement_terrain,2,01,Guadeloupe
01,2017,9,tempete,17,01,Guadeloupe
01,2017,9,vagues_submersion,31,01,Guadeloupe
01,2020,11,inondation,8,01,Guadeloupe
01,2020,11,mouvement_terrain,1,01,Guadeloupe
01,2022,4,mouvement_terrain,3,01,Guadeloupe
01,2022,9,inondation,3,01,Guadeloupe
01,2022,9,mouvement_terrain,7,01,Guadeloupe
01,2023,10,inondation,15,01,Guadeloupe
01,2023,10,mouvement_terrain,4,01,Guadeloupe
01,2023,10,vagues_submersion,1,01,Guadeloupe
02,1990,10,inondation,34,02,Martinique
02,1990,10,mouvement_terrain,34,02,Martinique
02,1993,8,inondation,19,02,Martinique
02,1993,8,mouvement_terrain,19,02,Martinique
02,1993,8,vagues_submersion,19,02,Martinique
02,1995,8,inondation,28,02,Martinique
02,1995,8,mouvement_terrain,28,02,Martinique
02,1995,8,vagues_submersion,28,02,Martinique
02,1995,9,vagues_submersion,17,02,Martinique
02,1999,11,inondation,6,02,Martinique
02,1999,11,vagues_submersion,11,02,Martinique
02,2004,5,inondation,4,02,Martinique
02,2004,5,mouvement_terrain,1,02,Martinique
02,2004,9,vagues_submersion,1,02,Martinique
02,2004,11,inondation,4,02,Martinique
02,2004,11,mouvement_terrain,4,02,Martinique
02,2007,8,inondation,21,02,Martinique
02,2007,8,tempete,34,02,Martinique
02,2007,8,vagues_submersion,15,02,Martinique
02,2007,11,seisme,15,02,Martinique
02,2008,10,vagues_submersion,10,02,Martinique
02,2009,5,inondation,13,02,Martinique
02,2009,5,mouvement_terrain,9,02,Martinique
02,2010,6,inondation,1,02,Martinique
02,2010,10,inondation,6,02,Martinique
02,2010,12,inondation,2,02,Martinique
02,2011,4,mouvement_terrain,1,02,Martinique
02,2011,5,mouvement_terrain,2,02,Martinique
02,2011,8,inondation,3,02,Martinique
02,2011,8,mouvement_terrain,1,02,Martinique
02,2011,9,inondation,2,02,Martinique
02,2011,10,inondation,2,02,Martinique
02,2011,12,inondation,1,02,Martinique
02,2011,12,mouvement_terrain,1,02,Martinique
02,2013,4,inondation,7,02,Martinique
02,2013,5,mouvement_terrain,1,02,Martinique
02,2013,7,inondation,1,02,Martinique
02,2013,10,inondation,1,02,Martinique
02,2013,10,mouvement_terrain,1,02,Martinique
02,2015,11,inondation,13,02,Martinique
02,2015,11,mouvement_terrain,8,02,Martinique
02,2016,9,inondation,7,02,Martinique
02,2016,9,mouvement_terrain,5,02,Martinique
02,2017,9,inondation,12,02,Martinique
02,2017,9,vagues_submersion,12,02,Martinique
02,2018,1,inondation,1,02,Martinique
02,2018,4,inondation,6,02,Martinique
02,2018,4,mouvement_terrain,4,02,Martinique
02,2019,8,inondation,2,02,Martinique
02,2019,10,inondation,3,02,Martinique
02,2019,10,mouvement_terrain,2,02,Martinique
02,2020,10,mouvement_terrain,1,02,Martinique
02,2020,11,inondation,9,02,Martinique
02,2020,11,mouvement_terrain,9,02,Martinique
02,2022,11,inondation,1,02,Martinique
02,2022,11,mouvement_terrain,1,02,Martinique
02,2023,10,mouvement_terrain,1,02,Martinique
02,2023,12,mouvement_terrain,1,02,Martinique
02,2024,6,vagues_submersion,7,02,Martinique
02,2024,9,inondation,1,02,Martinique
03,1991,5,inondation,3,03,Guyane
03,1996,3,inondation,2,03,Guyane
03,1996,8,inondation,2,03,Guyane
03,1997,1,inondation,1,03,Guyane
03,2000,4,inondation,5,03,Guyane
03,2000,4,mouvement_terrain,1,03,Guyane
03,2000,5,inondation,1,03,Guyane
03,2006,5,inondation,3,03,Guyane
03,2013,1,vagues_submersion,1,03,Guyane
03,2013,5,inondation,2,03,Guyane
03,2020,5,inondation,1,03,Guyane
03,2020,5,mouvement_terrain,1,03,Guyane
03,2021,3,inondation,2,03,Guyane
03,2022,2,inondation,2,03,Guyane
03,2022,3,inondation,15,03,Guyane
03,2024,4,inondation,1,03,Guyane
04,1993,1,inondation,24,04,La Réunion
04,1993,1,mouvement_terrain,24,04,La Réunion
04,1993,1,vagues_submersion,24,04,La Réunion
04,1993,2,inondation,29,04,La Réunion
04,1994,2,inondation,24,04,La Réunion
04,1995,12,inondation,2,04,La Réunion
04,1998,2,inondation,11,04,La Réunion
04,2002,1,inondation,20,04,La Réunion
04,2002,1,mouvement_terrain,15,04,La Réunion
04,2002,1,tempete,7,04,La Réunion
04,2002,1,vagues_submersion,6,04,La Réunion
04,2003,2,inondation,2,04,La Réunion
04,2004,12,vagues_submersion,2,04,La Réunion
04,2005,2,inondation,5,04,La Réunion
04,2005,3,inondation,1,04,La Réunion
04,2005,4,inondation,1,04,La Réunion
04,2006,2,inondation,5,04,La Réunion
04,2006,3,inondation,6,04,La Réunion
04,2007,2,inondation,16,04,La Réunion
04,2007,2,vagues_submersion,10,04,La Réunion
04,2007,4,autre,1,04,La Réunion
04,2007,5,vagues_submersion,5,04,La Réunion
04,2009,2,vagues_submersion,1,04,La Réunion
04,2009,4,inondation,4,04,La Réunion
04,2010,2,inondation,1,04,La Réunion
04,2011,1,inondation,7,04,La Réunion
04,2011,4,inondation,2,04,La Réunion
04,2011,4,mouvement_terrain,1,04,La Réunion
04,2012,2,inondation,1,04,La Réunion
04,2013,1,inondation,2,04,La Réunion
04,2013,12,mouvement_terrain,1,04,La Réunion
04,2014,1,inondation,16,04,La Réunion
04,2014,1,mouvement_terrain,4,04,La Réunion
04,2014,1,vagues_submersion,4,04,La Réunion
04,2014,4,inondation,1,04,La Réunion
04,2015,12,inondation,1,04,La Réunion
04,2016,2,inondation,1,04,La Réunion
04,2018,1,inondation,18,04,La Réunion
04,2018,1,mouvement_terrain,17,04,La Réunion
04,2018,4,inondation,15,04,La Réunion
04,2021,4,inondation,1,04,La Réunion
04,2021,8,inondation,2,04,La Réunion
04,2022,2,inondation,20,04,La Réunion
04,2022,4,mouvement_terrain,1,04,La Réunion
04,2022,6,inondation,2,04,La Réunion
04,2023,1,inondation,3,04,La Réunion
04,2023,11,inondation,1,04,La Réunion
04,2023,12,inondation,1,04,La Réunion
04,2024,1,inondation,37,04,La Réunion
04,2024,1,mouvement_terrain,7,04,La Réunion
04,2024,1,vagues_submersion,19,04,La Réunion
06,2012,4,inondation,2,06,Mayotte
06,2014,3,inondation,2,06,Mayotte
06,2015,11,inondation,2,06,Mayotte
06,2016,1,inondation,2,06,Mayotte
06,2018,5,seisme,17,06,Mayotte
06,2021,2,inondation,1,06,Mayotte
11,1982,12,inondation,318,11,Île-de-France
11,1983,4,inondation,586,11,Île-de-France
11,1983,4,mouvement_terrain,1,11,Île-de-France
11,1983,5,inondation,73,11,Île-de-France
11,1983,5,mouvement_terrain,62,11,Île-de-France
11,1983,6,inondation,146,11,Île-de-France
11,1983,6,mouvement_terrain,4,11,Île-de-France
11,1983,6,neige_grele,3,11,Île-de-France
11,1983,6,tempete,3,11,Île-de-France
11,1983,7,inondation,82,11,Île-de-France
11,1983,7,mouvement_terrain,7,11,Île-de-France
11,1983,7,neige_grele,4,11,Île-de-France
11,1983,7,tempete,4,11,Île-de-France
11,1983,8,inondation,40,11,Île-de-France
11,1983,8,mouvement_terrain,29,11,Île-de-France
11,1983,8,neige_grele,7,11,Île-de-France
11,1983,8,tempete,7,11,Île-de-France
11,1984,2,inondation,1,11,Île-de-France
11,1984,5,inondation,11,11,Île-de-France
11,1984,6,inondation,7,11,Île-de-France
11,1984,7,inondation,33,11,Île-de-France
11,1984,8,inondation,1,11,Île-de-France
11,1984,11,inondation,3,11,Île-de-France
11,1985,5,inondation,11,11,Île-de-France
11,1985,5,mouvement_terrain,2,11,Île-de-France
11,1985,6,inondation,1,11,Île-de-France
11,1985,11,mouvement_terrain,1,11,Île-de-France
11,1986,5,inondation,34,11,Île-de-France
11,1986,6,inondation,40,11,Île-de-France
11,1986,8,inondation,25,11,Île-de-France
11,1987,6,inondation,5,11,Île-de-France
11,1987,7,inondation,16,11,Île-de-France
11,1987,8,inondation,48,11,Île-de-France
11,1987,9,inondation,22,11,Île-de-France
11,1988,1,inondation,1,11,Île-de-France
11,1988,1,mouvement_terrain,1,11,Île-de-France
11,1988,4,inondation,6,11,Île-de-France
11,1988,5,inondation,27,11,Île-de-France
11,1988,7,inondation,133,11,Île-de-France
11,1988,12,inondation,43,11,Île-de-France
11,1989,1,secheresse,1,11,Île-de-France
11,1989,3,inondation,1,11,Île-de-France
11,1989,4,inondation,6,11,Île-de-France
11,1989,5,secheresse,256,11,Île-de-France
11,1989,6,inondation,1,11,Île-de-France
11,1989,6,secheresse,154,11,Île-de-France
11,1990,1,inondation,1,11,Île-de-France
11,1990,1,secheresse,14,11,Île-de-France
11,1990,5,inondation,1,11,Île-de-France
11,1990,5,secheresse,2,11,Île-de-France
11,1990,6,inondation,36,11,Île-de-France
11,1990,7,secheresse,2,11,Île-de-France
11,1990,8,inondation,1,11,Île-de-France
11,1990,8,secheresse,1,11,Île-de-France
11,1990,10,secheresse,10,11,Île-de-France
11,1991,1,inondation,1,11,Île-de-France
11,1991,1,secheresse,194,11,Île-de-France
11,1991,3,mouvement_terrain,1,11,Île-de-France
11,1991,7,inondation,5,11,Île-de-France
11,1991,7,secheresse,1,11,Île-de-France
11,1991,8,inondation,21,11,Île-de-France
11,1991,9,inondation,1,11,Île-de-France
11,1991,10,secheresse,9,11,Île-de-France
11,1992,1,inondation,1,11,Île-de-France
11,1992,1,secheresse,85,11,Île-de-France
11,1992,2,secheresse,3,11,Île-de-France
11,1992,3,secheresse,2,11,Île-de-France
11,1992,5,inondation,214,11,Île-de-France
11,1992,5,secheresse,1,11,Île-de-France
11,1992,6,inondation,3,11,Île-de-France
11,1992,8,inondation,1,11,Île-de-France
11,1992,9,secheresse,2,11,Île-de-France
11,1992,10,secheresse,17,11,Île-de-France
11,1992,11,inondation,1,11,Île-de-France
11,1992,11,secheresse,18,11,Île-de-France
11,1992,12,mouvement_terrain,1,11,Île-de-France
11,1992,12,secheresse,4,11,Île-de-France
11,1993,1,inondation,1,11,Île-de-France
11,1993,1,secheresse,72,11,Île-de-France
11,1993,2,mouvement_terrain,1,11,Île-de-France
11,1993,3,inondation,1,11,Île-de-France
11,1993,3,mouvement_terrain,1,11,Île-de-France
11,1993,3,secheresse,2,11,Île-de-France
11,1993,4,inondation,25,11,Île-de-France
11,1993,4,secheresse,6,11,Île-de-France
11,1993,5,inondation,12,11,Île-de-France
11,1993,5,secheresse,1,11,Île-de-France
11,1993,6,inondation,2,11,Île-de-France
11,1993,6,secheresse,2,11,Île-de-France
11,1993,7,inondation,5,11,Île-de-France
11,1993,7,mouvement_terrain,1,11,Île-de-France
11,1993,7,secheresse,12,11,Île-de-France
11,1993,8,secheresse,3,11,Île-de-France
11,1993,9,mouvement_terrain,1,11,Île-de-France
11,1993,9,secheresse,8,11,Île-de-France
11,1993,10,inondation,2,11,Île-de-France
11,1993,10,secheresse,33,11,Île-de-France
11,1993,11,secheresse,17,11,Île-de-France
11,1993,12,inondation,66,11,Île-de-France
11,1993,12,mouvement_terrain,2,11,Île-de-France
11,1994,1,mouvement_terrain,2,11,Île-de-France
11,1994,1,secheresse,6,11,Île-de-France
11,1994,4,mouvement_terrain,1,11,Île-de-France
11,1994,4,secheresse,2,11,Île-de-France
11,1994,5,inondation,3,11,Île-de-France
11,1994,7,inondation,45,11,Île-de-France
11,1994,7,mouvement_terrain,1,11,Île-de-France
11,1994,8,inondation,30,11,Île-de-France
11,1994,8,mouvement_terrain,1,11,Île-de-France
11,1995,1,inondation,146,11,Île-de-France
11,1995,1,secheresse,32,11,Île-de-France
11,1995,2,mouvement_terrain,2,11,Île-de-France
11,1995,3,mouvement_terrain,1,11,Île-de-France
11,1995,3,secheresse,16,11,Île-de-France
11,1995,4,inondation,20,11,Île-de-France
11,1995,4,secheresse,1,11,Île-de-France
11,1995,5,mouvement_terrain,1,11,Île-de-France
11,1995,7,inondation,59,11,Île-de-France
11,1995,7,mouvement_terrain,1,11,Île-de-France
11,1995,7,secheresse,3,11,Île-de-France
11,1995,8,inondation,43,11,Île-de-France
11,1995,8,secheresse,3,11,Île-de-France
11,1995,9,mouvement_terrain,1,11,Île-de-France
11,1995,10,secheresse,2,11,Île-de-France
11,1995,12,secheresse,1,11,Île-de-France
11,1996,1,inondation,1,11,Île-de-France
11,1996,1,mouvement_terrain,1,11,Île-de-France
11,1996,1,secheresse,59,11,Île-de-France
11,1996,2,mouvement_terrain,1,11,Île-de-France
11,1996,2,secheresse,1,11,Île-de-France
11,1996,3,secheresse,2,11,Île-de-France
11,1996,4,mouvement_terrain,1,11,Île-de-France
11,1996,4,secheresse,3,11,Île-de-France
11,1996,5,inondation,20,11,Île-de-France
11,1996,5,secheresse,2,11,Île-de-France
11,1996,6,secheresse,2,11,Île-de-France
11,1996,7,secheresse,2,11,Île-de-France
11,1996,8,inondation,7,11,Île-de-France
11,1996,8,secheresse,1,11,Île-de-France
11,1996,9,inondation,1,11,Île-de-France
11,1996,9,mouvement_terrain,1,11,Île-de-France
11,1996,9,secheresse,3,11,Île-de-France
11,1996,10,secheresse,4,11,Île-de-France
11,1996,11,secheresse,15,11,Île-de-France
11,1996,12,secheresse,22,11,Île-de-France
11,1997,1,inondation,1,11,Île-de-France
11,1997,1,secheresse,35,11,Île-de-France
11,1997,2,inondation,12,11,Île-de-France
11,1997,2,secheresse,6,11,Île-de-France
11,1997,3,secheresse,6,11,Île-de-France
11,1997,4,secheresse,7,11,Île-de-France
11,1997,5,inondation,5,11,Île-de-France
11,1997,5,secheresse,8,11,Île-de-France
11,1997,6,inondation,23,11,Île-de-France
11,1997,6,secheresse,8,11,Île-de-France
11,1997,7,inondation,1,11,Île-de-France
11,1997,7,mouvement_terrain,1,11,Île-de-France
11,1997,7,secheresse,6,11,Île-de-France
11,1997,8,inondation,115,11,Île-de-France
11,1997,8,secheresse,14,11,Île-de-France
11,1997,9,secheresse,1,11,Île-de-France
11,1997,10,secheresse,6,11,Île-de-France
11,1997,11,secheresse,3,11,Île-de-France
11,1997,12,secheresse,6,11,Île-de-France
11,1998,1,secheresse,1,11,Île-de-France
11,1998,2,secheresse,1,11,Île-de-France
11,1998,4,secheresse,3,11,Île-de-France
11,1998,6,mouvement_terrain,1,11,Île-de-France
11,1998,8,inondation,8,11,Île-de-France
11,1998,9,secheresse,1,11,Île-de-France
11,1998,10,inondation,1,11,Île-de-France
11,1999,4,inondation,1,11,Île-de-France
11,1999,5,inondation,48,11,Île-de-France
11,1999,5,mouvement_terrain,1,11,Île-de-France
11,1999,5,secheresse,1,11,Île-de-France
11,1999,6,inondation,8,11,Île-de-France
11,1999,7,inondation,1,11,Île-de-France
11,1999,7,mouvement_terrain,1,11,Île-de-France
11,1999,8,inondation,5,11,Île-de-France
11,1999,9,inondation,2,11,Île-de-France
11,1999,11,mouvement_terrain,1,11,Île-de-France
11,1999,12,inondation,1267,11,Île-de-France
11,1999,12,mouvement_terrain,1267,11,Île-de-France
11,2000,3,mouvement_terrain,1,11,Île-de-France
11,2000,5,inondation,51,11,Île-de-France
11,2000,6,inondation,1,11,Île-de-France
11,2000,7,inondation,124,11,Île-de-France
11,2000,8,mouvement_terrain,1,11,Île-de-France
11,2000,9,inondation,1,11,Île-de-France
11,2000,12,inondation,39,11,Île-de-France
11,2000,12,mouvement_terrain,1,11,Île-de-France
11,2001,1,inondation,6,11,Île-de-France
11,2001,1,mouvement_terrain,3,11,Île-de-France
11,2001,2,inondation,2,11,Île-de-France
11,2001,2,mouvement_terrain,4,11,Île-de-France
11,2001,3,inondation,100,11,Île-de-France
11,2001,3,mouvement_terrain,21,11,Île-de-France
11,2001,4,inondation,1,11,Île-de-France
11,2001,5,inondation,3,11,Île-de-France
11,2001,5,mouvement_terrain,1,11,Île-de-France
11,2001,6,inondation,23,11,Île-de-France
11,2001,7,inondation,130,11,Île-de-France
11,2001,7,mouvement_terrain,4,11,Île-de-France
11,2001,8,inondation,2,11,Île-de-France
11,2001,10,inondation,4,11,Île-de-France
11,2001,10,mouvement_terrain,1,11,Île-de-France
11,2001,12,inondation,17,11,Île-de-France
11,2001,12,mouvement_terrain,1,11,Île-de-France
11,2002,3,inondation,1,11,Île-de-France
11,2002,5,inondation,1,11,Île-de-France
11,2002,6,inondation,11,11,Île-de-France
11,2002,6,mouvement_terrain,1,11,Île-de-France
11,2002,8,inondation,8,11,Île-de-France
11,2003,1,inondation,4,11,Île-de-France
11,2003,5,inondation,1,11,Île-de-France
11,2003,5,mouvement_terrain,1,11,Île-de-France
11,2003,6,inondation,10,11,Île-de-France
11,2003,7,inondation,7,11,Île-de-France
11,2003,7,mouvement_terrain,1,11,Île-de-France
11,2003,7,secheresse,224,11,Île-de-France
11,2003,10,inondation,1,11,Île-de-France
11,2004,1,secheresse,12,11,Île-de-France
11,2004,6,inondation,1,11,Île-de-France
11,2004,7,secheresse,16,11,Île-de-France
11,2004,8,inondation,2,11,Île-de-France
11,2004,9,mouvement_terrain,1,11,Île-de-France
11,2005,1,secheresse,57,11,Île-de-France
11,2005,2,mouvement_terrain,1,11,Île-de-France
11,2005,6,inondation,39,11,Île-de-France
11,2005,7,secheresse,80,11,Île-de-France
11,2006,1,secheresse,67,11,Île-de-France
11,2006,4,inondation,2,11,Île-de-France
11,2006,5,inondation,19,11,Île-de-France
11,2006,6,inondation,2,11,Île-de-France
11,2006,7,inondation,4,11,Île-de-France
11,2006,7,secheresse,1,11,Île-de-France
11,2006,8,inondation,7,11,Île-de-France
11,2006,9,inondation,1,11,Île-de-France
11,2007,4,inondation,15,11,Île-de-France
11,2007,5,inondation,1,11,Île-de-France
11,2007,6,inondation,1,11,Île-de-France
11,2007,7,inondation,2,11,Île-de-France
11,2007,8,inondation,1,11,Île-de-France
11,2007,10,inondation,31,11,Île-de-France
11,2008,1,mouvement_terrain,1,11,Île-de-France
11,2008,5,inondation,9,11,Île-de-France
11,2008,8,inondation,9,11,Île-de-France
11,2008,10,mouvement_terrain,1,11,Île-de-France
11,2009,1,secheresse,7,11,Île-de-France
11,2009,4,secheresse,3,11,Île-de-France
11,2009,5,inondation,10,11,Île-de-France
11,2009,5,secheresse,2,11,Île-de-France
11,2009,6,inondation,2,11,Île-de-France
11,2009,6,secheresse,6,11,Île-de-France
11,2009,7,inondation,9,11,Île-de-France
11,2009,7,secheresse,34,11,Île-de-France
11,2009,8,secheresse,3,11,Île-de-France
11,2009,9,secheresse,3,11,Île-de-France
11,2009,12,secheresse,1,11,Île-de-France
11,2010,5,inondation,1,11,Île-de-France
11,2010,6,inondation,6,11,Île-de-France
11,2010,7,inondation,3,11,Île-de-France
11,2010,10,mouvement_terrain,1,11,Île-de-France
11,2011,4,secheresse,65,11,Île-de-France
11,2011,5,secheresse,5,11,Île-de-France
11,2011,6,secheresse,10,11,Île-de-France
11,2011,9,inondation,1,11,Île-de-France
11,2012,5,inondation,13,11,Île-de-France
11,2012,5,mouvement_terrain,1,11,Île-de-France
11,2012,6,inondation,1,11,Île-de-France
11,2012,7,inondation,3,11,Île-de-France
11,2012,9,mouvement_terrain,2,11,Île-de-France
11,2013,6,inondation,89,11,Île-de-France
11,2013,7,inondation,1,11,Île-de-France
11,2013,9,inondation,4,11,Île-de-France
11,2013,11,mouvement_terrain,1,11,Île-de-France
11,2014,1,mouvement_terrain,1,11,Île-de-France
11,2014,6,inondation,5,11,Île-de-France
11,2014,7,inondation,5,11,Île-de-France
11,2014,8,inondation,7,11,Île-de-France
11,2014,8,mouvement_terrain,1,11,Île-de-France
11,2014,9,inondation,1,11,Île-de-France
11,2015,4,mouvement_terrain,1,11,Île-de-France
11,2015,7,mouvement_terrain,1,11,Île-de-France
11,2015,8,mouvement_terrain,1,11,Île-de-France
11,2016,4,mouvement_terrain,1,11,Île-de-France
11,2016,5,inondation,569,11,Île-de-France
11,2016,5,mouvement_terrain,16,11,Île-de-France
11,2016,6,inondation,32,11,Île-de-France
11,2016,6,mouvement_terrain,4,11,Île-de-France
11,2016,8,mouvement_terrain,1,11,Île-de-France
11,2017,1,secheresse,9,11,Île-de-France
11,2017,3,mouvement_terrain,1,11,Île-de-France
11,2017,4,secheresse,11,11,Île-de-France
11,2017,5,mouvement_terrain,1,11,Île-de-France
11,2017,6,inondation,1,11,Île-de-France
11,2017,7,inondation,12,11,Île-de-France
11,2017,7,secheresse,3,11,Île-de-France
11,2017,8,inondation,22,11,Île-de-France
11,2017,9,inondation,3,11,Île-de-France
11,2018,1,inondation,213,11,Île-de-France
11,2018,1,mouvement_terrain,4,11,Île-de-France
11,2018,3,inondation,1,11,Île-de-France
11,2018,3,mouvement_terrain,1,11,Île-de-France
11,2018,5,inondation,25,11,Île-de-France
11,2018,5,mouvement_terrain,2,11,Île-de-France
11,2018,6,inondation,219,11,Île-de-France
11,2018,6,mouvement_terrain,1,11,Île-de-France
11,2018,7,inondation,9,11,Île-de-France
11,2018,7,secheresse,169,11,Île-de-France
11,2018,8,mouvement_terrain,1,11,Île-de-France
11,2018,10,secheresse,195,11,Île-de-France
11,2019,4,secheresse,2,11,Île-de-France
11,2019,5,inondation,3,11,Île-de-France
11,2019,7,secheresse,2,11,Île-de-France
11,2019,8,inondation,1,11,Île-de-France
11,2019,10,mouvement_terrain,1,11,Île-de-France
11,2020,1,inondation,1,11,Île-de-France
11,2020,3,mouvement_terrain,1,11,Île-de-France
11,2020,4,secheresse,36,11,Île-de-France
11,2020,5,inondation,28,11,Île-de-France
11,2020,6,inondation,4,11,Île-de-France
11,2020,6,secheresse,2,11,Île-de-France
11,2020,7,secheresse,307,11,Île-de-France
11,2020,8,inondation,12,11,Île-de-France
11,2020,12,secheresse,75,11,Île-de-France
11,2021,1,inondation,2,11,Île-de-France
11,2021,1,secheresse,1,11,Île-de-France
11,2021,2,inondation,6,11,Île-de-France
11,2021,4,secheresse,3,11,Île-de-France
11,2021,6,inondation,265,11,Île-de-France
11,2021,6,mouvement_terrain,1,11,Île-de-France
11,2021,7,inondation,36,11,Île-de-France
11,2021,9,inondation,1,11,Île-de-France
11,2022,3,secheresse,152,11,Île-de-France
11,2022,4,inondation,3,11,Île-de-France
11,2022,6,inondation,12,11,Île-de-France
11,2022,6,secheresse,25,11,Île-de-France
11,2022,7,mouvement_terrain,1,11,Île-de-France
11,2022,8,inondation,21,11,Île-de-France
11,2022,9,inondation,3,11,Île-de-France
11,2023,6,inondation,8,11,Île-de-France
11,2023,7,inondation,5,11,Île-de-France
11,2023,12,inondation,1,11,Île-de-France
11,2024,2,inondation,24,11,Île-de-France
11,2024,4,inondation,9,11,Île-de-France
11,2024,5,inondation,4,11,Île-de-France
11,2024,7,inondation,40,11,Île-de-France
11,2024,8,inondation,3,11,Île-de-France
11,2024,9,inondation,14,11,Île-de-France
11,2024,10,inondation,67,11,Île-de-France
24,1982,11,inondation,527,24,Centre-Val de Loire
24,1982,11,tempete,527,24,Centre-Val de Loire
24,1982,12,inondation,260,24,Centre-Val de Loire
24,1983,4,inondation,95,24,Centre-Val de Loire
24,1983,4,mouvement_terrain,66,24,Centre-Val de Loire
24,1983,6,inondation,20,24,Centre-Val de Loire
24,1983,6,mouvement_terrain,2,24,Centre-Val de Loire
24,1983,7,inondation,68,24,Centre-Val de Loire
24,1983,7,mouvement_terrain,28,24,Centre-Val de Loire
24,1983,7,neige_grele,7,24,Centre-Val de Loire
24,1983,7,tempete,7,24,Centre-Val de Loire
24,1983,8,inondation,6,24,Centre-Val de Loire
24,1983,8,mouvement_terrain,4,24,Centre-Val de Loire
24,1984,5,inondation,3,24,Centre-Val de Loire
24,1984,6,inondation,5,24,Centre-Val de Loire
24,1984,7,inondation,1,24,Centre-Val de Loire
24,1984,11,inondation,2,24,Centre-Val de Loire
24,1985,1,mouvement_terrain,3,24,Centre-Val de Loire
24,1985,5,inondation,59,24,Centre-Val de Loire
24,1985,5,mouvement_terrain,2,24,Centre-Val de Loire
24,1985,7,inondation,1,24,Centre-Val de Loire
24,1985,9,seisme,2,24,Centre-Val de Loire
24,1986,5,inondation,10,24,Centre-Val de Loire
24,1986,6,inondation,6,24,Centre-Val de Loire
24,1986,8,tempete,18,24,Centre-Val de Loire
24,1986,9,inondation,1,24,Centre-Val de Loire
24,1987,5,inondation,1,24,Centre-Val de Loire
24,1987,9,inondation,6,24,Centre-Val de Loire
24,1987,12,mouvement_terrain,1,24,Centre-Val de Loire
24,1988,1,mouvement_terrain,2,24,Centre-Val de Loire
24,1988,2,mouvement_terrain,3,24,Centre-Val de Loire
24,1988,5,inondation,51,24,Centre-Val de Loire
24,1988,6,inondation,19,24,Centre-Val de Loire
24,1988,6,mouvement_terrain,1,24,Centre-Val de Loire
24,1988,8,secheresse,2,24,Centre-Val de Loire
24,1989,5,inondation,1,24,Centre-Val de Loire
24,1989,5,mouvement_terrain,1,24,Centre-Val de Loire
24,1989,5,secheresse,506,24,Centre-Val de Loire
24,1989,6,secheresse,51,24,Centre-Val de Loire
24,1989,7,inondation,6,24,Centre-Val de Loire
24,1989,7,secheresse,1,24,Centre-Val de Loire
24,1989,8,inondation,2,24,Centre-Val de Loire
24,1990,1,secheresse,24,24,Centre-Val de Loire
24,1990,2,inondation,24,24,Centre-Val de Loire
24,1990,2,secheresse,4,24,Centre-Val de Loire
24,1990,3,secheresse,60,24,Centre-Val de Loire
24,1990,5,inondation,9,24,Centre-Val de Loire
24,1990,6,secheresse,1,24,Centre-Val de Loire
24,1990,8,inondation,1,24,Centre-Val de Loire
24,1990,8,mouvement_terrain,1,24,Centre-Val de Loire
24,1990,9,inondation,1,24,Centre-Val de Loire
24,1990,12,mouvement_terrain,1,24,Centre-Val de Loire
24,1990,12,secheresse,46,24,Centre-Val de Loire
24,1991,1,inondation,1,24,Centre-Val de Loire
24,1991,1,mouvement_terrain,1,24,Centre-Val de Loire
24,1991,1,secheresse,253,24,Centre-Val de Loire
24,1991,3,secheresse,9,24,Centre-Val de Loire
24,1991,8,inondation,18,24,Centre-Val de Loire
24,1991,9,inondation,1,24,Centre-Val de Loire
24,1991,10,secheresse,3,24,Centre-Val de Loire
